epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
1,0.5612389635421612,0.8277407407407408,0.24831997191905975,0.9208333333333333,0.5893259505271912,0.8219
2,0.329738265381919,0.8983703703703704,0.23286551910638809,0.9273333333333333,0.5674159194469451,0.8333
3,0.30141589294539556,0.9068148148148149,0.24799445911248524,0.9251666666666667,0.5596833664417267,0.8307
4,0.278893621524175,0.9120555555555555,0.1991775752902031,0.9401666666666667,0.4790684118270874,0.8584
5,0.26857656095646043,0.9166111111111112,0.20750519092877706,0.9401666666666667,0.5071569017410278,0.8564
6,0.2691470081938638,0.914537037037037,0.19612010397513707,0.9446666666666667,0.4668262825489044,0.8657
7,0.2640653987151605,0.9162962962962963,0.17944786930084228,0.9473333333333334,0.4362761658668518,0.872
8,0.2480268187015145,0.9225740740740741,0.2023757381439209,0.943,0.4724599581718445,0.869
9,0.2511630369954639,0.9217037037037037,0.1766932345032692,0.9476666666666667,0.45016991901397707,0.877
10,0.250521338974988,0.9224259259259259,0.17928600321213403,0.9501666666666667,0.42371841320991516,0.8744
11,0.24881382668901372,0.9211481481481482,0.20176180326938628,0.94,0.4831232759952545,0.8616
12,0.24636606002736974,0.9224444444444444,0.19502818149328233,0.9448333333333333,0.4540164487361908,0.8704
